Unique_ID,Row_No,Set #,21 Set ID,Tier,Line_Name,SOURCE,Pop_INC_ID,Pedigree,Full_Pedigree,21 GEN,HT,Grain_Class,Grain_Type,Row_Type,Row,Note,Days_to_50%_heading,Plant_height(cm),
21PRow-45423,21-45423,18,CL7,15,19T-184-CL-5,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,2,WGP-Bot 15,87,109,
21PRow-45424,21-45424,18,CL7,15,19T-184-CL-11,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP-Bot 15,87,112,
21PRow-45425,21-45425,18,CL7,15,19T-184-CL-11,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,2,WGP-Bot 15,84,112,
21PRow-45426,21-45426,18,CL7,15,19T-184-CL-13,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP-Bot 15,84,117,
21PRow-45427,21-45427,18,CL7,15,19T-184-CL-13,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,2,WGP-Bot 15,83,115,
21PRow-45428,21-45428,18,CL7,15,19T-184-CL-14,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP-Bot 15,88,109,
21PRow-45429,21-45429,18,CL7,15,19T-184-CL-14,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,2,WGP-Bot 15,86,116,
21PRow-45430,21-45430,18,CL7,15,19T-184-CL-19,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP-Bot 15,85,116,
21PRow-45431,21-45431,18,CL7,15,19T-184-CL-19,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,2,WGP-Bot 15,85,122,
21PRow-45432,21-45432,18,CL7,15,19T-184-CL-29,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP-Bot 15,88,117,
21PRow-45433,21-45433,18,CL7,15,19T-184-CL-29,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,2,WGP-Bot 15,88,118,
21PRow-45434,21-45434,18,CL7,15,19T-184-CL-37,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP-Bot 15,84,122,
21PRow-45435,21-45435,18,CL7,15,19T-184-CL-37,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,2,WGP-Bot 15,84,127,
21PRow-45436,21-45436,18,CL7,15,19T-184-CL-38,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP-Bot 15,87,119,
21PRow-45437,21-45437,18,CL7,15,19T-184-CL-38,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,2,WGP-Bot 15,84,121,
21PRow-45438,21-45438,18,CL7,15,19T-184-CL-47,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP-Bot 15,85,121,
21PRow-45439,21-45439,18,CL7,15,19T-184-CL-47,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,2,WGP-Bot 15,84,121,
21PRow-45440,21-45440,18,CL7,15,19T-184-CL-53,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP-Bot 15,88,110,
21PRow-45441,21-45441,18,CL7,15,19T-184-CL-53,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,2,WGP-Bot 15,88,108,
21PRow-45442,21-45442,18,CL7,15,19T-184-CL-60,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP-Bot 15,83,125,
21PRow-45443,21-45443,18,CL7,15,19T-184-CL-60,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,2,WGP-Bot 15,83,123,
21PRow-45444,21-45444,18,CL7,15,19T-184-CL-75,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP-Bot 15,84,121,
21PRow-45445,21-45445,18,CL7,15,19T-184-CL-75,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,2,WGP-Bot 15,83,114,
21PRow-45446,21-45446,18,CL7,15,19T-184-CL-81,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP-Bot 15,84,116,
21PRow-45447,21-45447,18,CL7,15,19T-184-CL-81,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,2,WGP-Bot 15,87,112,
21PRow-45448,21-45448,18,CL7,15,19T-184-CL-85,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP-Bot 15,87,113,
21PRow-45449,21-45449,18,CL7,15,19T-184-CL-85,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,2,WGP-Bot 15,88,113,
21PRow-45450,21-45450,18,CL7,15,19T-184-CL-88,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP-Bot 15,84,122,
21PRow-45451,21-45451,18,CL7,15,19T-184-CL-88,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,2,WGP-Bot 15,88,113,
21PRow-45453,21-45453,18,CL7,15,19T-184-CL-6,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP,83,115,
21PRow-45454,21-45454,18,CL7,15,19T-184-CL-7,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP,88,113,
21PRow-45455,21-45455,18,CL7,15,19T-184-CL-8,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP,88,127,
21PRow-45456,21-45456,18,CL7,15,19T-184-CL-9,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP,87,109,
21PRow-45457,21-45457,18,CL7,15,19T-184-CL-12,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP,88,117,
21PRow-45458,21-45458,18,CL7,15,19T-184-CL-16,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP,82,111,
21PRow-45459,21-45459,18,CL7,15,19T-184-CL-17,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP,82,125,
21PRow-45460,21-45460,18,CL7,15,19T-184-CL-18,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP,87,120,
21PRow-45461,21-45461,18,CL7,15,19T-184-CL-22,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP,85,120,
21PRow-45462,21-45462,18,CL7,15,19T-184-CL-23,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP,85,124,
21PRow-45463,21-45463,18,CL7,15,19T-184-CL-24,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP,84,123,
21PRow-45464,21-45464,18,CL7,15,19T-184-CL-25,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP,88,125,
21PRow-45465,21-45465,18,CL7,15,19T-184-CL-27,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP,87,121,
21PRow-45466,21-45466,18,CL7,15,19T-184-CL-30,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP,88,120,
21PRow-45467,21-45467,18,CL7,15,19T-184-CL-32,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP,86,127,
21PRow-45468,21-45468,18,CL7,15,19T-184-CL-33,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP,84,113,
21PRow-45469,21-45469,18,CL7,15,19T-184-CL-35,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP,86,124,
21PRow-45470,21-45470,18,CL7,15,19T-184-CL-36,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP,86,131,
21PRow-45471,21-45471,18,CL7,15,19T-184-CL-39,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP,83,131,
21PRow-45472,21-45472,18,CL7,15,19T-184-CL-40,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP,87,119,
21PRow-45473,21-45473,18,CL7,15,19T-184-CL-41,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP,83,121,
21PRow-45474,21-45474,18,CL7,15,19T-184-CL-42,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP,87,112,
21PRow-45475,21-45475,18,CL7,15,19T-184-CL-43,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP,85,113,
21PRow-45476,21-45476,18,CL7,15,19T-184-CL-45,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP,85,124,
21PRow-45477,21-45477,18,CL7,15,19T-184-CL-46,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP,84,124,
21PRow-45478,21-45478,18,CL7,15,19T-184-CL-50,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP,86,138,
21PRow-45479,21-45479,18,CL7,15,19T-184-CL-51,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP,87,132,
21PRow-45480,21-45480,18,CL7,15,19T-184-CL-54,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP,86,128,
21PRow-45481,21-45481,18,CL7,15,19T-184-CL-55,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP,84,126,
21PRow-45482,21-45482,18,CL7,15,19T-184-CL-57,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP,86,127,
21PRow-45483,21-45483,18,CL7,15,19T-184-CL-61,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP,85,127,
21PRow-45484,21-45484,18,CL7,15,19T-184-CL-63,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP,88,121,
21PRow-45485,21-45485,18,CL7,15,19T-184-CL-66,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP,84,116,
21PRow-45486,21-45486,18,CL7,15,19T-184-CL-67,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP,87,121,
21PRow-45487,21-45487,18,CL7,15,19T-184-CL-73,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP,85,121,
21PRow-45488,21-45488,18,CL7,15,19T-184-CL-76,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP,84,119,
21PRow-45489,21-45489,18,CL7,15,19T-184-CL-77,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP,86,113,
21PRow-45490,21-45490,18,CL7,15,19T-184-CL-79,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP,86,113,
21PRow-45491,21-45491,18,CL7,15,19T-184-CL-80,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP,85,112,
21PRow-45492,21-45492,18,CL7,15,19T-184-CL-82,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP,84,115,
21PRow-45493,21-45493,18,CL7,15,19T-184-CL-83,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP,87,118,
21PRow-45494,21-45494,18,CL7,15,19T-184-CL-86,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP,87,126,
21PRow-45495,21-45495,18,CL7,15,19T-184-CL-87,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP,86,118,
21PRow-45496,21-45496,18,CL7,15,19T-184-CL-94,20-47001,19T-184-CL,1902178/TITN,NPTN//BNGL/CL161/5/BNGL//MERC/RICO/3/MERC/RICO//BNGL/4/9502065/3/MERC//MERC/3/9902028/6/TITN,F4,CL,Med,MG,P-Row,1,WGP,86,117,
21PRow-45501,21-45501,18,CL7,16,19T-179-3,20-46601,19T-179,1902182/LYNX,BNGL/CL161//CFFY/3/NPTN//BNGL/CL161/4/EARL/9902028//JPTR,F4,CL,Med,MG,P-Row,1,WGP-Top 1/3,89,112,
21PRow-45502,21-45502,18,CL7,16,19T-179-3,20-46601,19T-179,1902182/LYNX,BNGL/CL161//CFFY/3/NPTN//BNGL/CL161/4/EARL/9902028//JPTR,F4,CL,Med,MG,P-Row,2,WGP-Top 1/3,88,111,
21PRow-45503,21-45503,18,CL7,16,19T-179-4,20-46601,19T-179,1902182/LYNX,BNGL/CL161//CFFY/3/NPTN//BNGL/CL161/4/EARL/9902028//JPTR,F4,CL,Med,MG,P-Row,1,WGP-Top 1/3,88,112,
21PRow-45504,21-45504,18,CL7,16,19T-179-4,20-46601,19T-179,1902182/LYNX,BNGL/CL161//CFFY/3/NPTN//BNGL/CL161/4/EARL/9902028//JPTR,F4,CL,Med,MG,P-Row,2,WGP-Top 1/3,88,113,
21PRow-45505,21-45505,18,CL7,16,19T-179-8,20-46601,19T-179,1902182/LYNX,BNGL/CL161//CFFY/3/NPTN//BNGL/CL161/4/EARL/9902028//JPTR,F4,CL,Med,MG,P-Row,1,WGP-Top 1/3,87,108,
21PRow-45506,21-45506,18,CL7,16,19T-179-8,20-46601,19T-179,1902182/LYNX,BNGL/CL161//CFFY/3/NPTN//BNGL/CL161/4/EARL/9902028//JPTR,F4,CL,Med,MG,P-Row,2,WGP-Top 1/3,88,116,
21PRow-45507,21-45507,18,CL7,16,19T-179-16,20-46601,19T-179,1902182/LYNX,BNGL/CL161//CFFY/3/NPTN//BNGL/CL161/4/EARL/9902028//JPTR,F4,CL,Med,MG,P-Row,1,WGP-Top 1/3,88,129,
21PRow-45508,21-45508,18,CL7,16,19T-179-16,20-46601,19T-179,1902182/LYNX,BNGL/CL161//CFFY/3/NPTN//BNGL/CL161/4/EARL/9902028//JPTR,F4,CL,Med,MG,P-Row,2,WGP-Top 1/3,88,121,
21PRow-45509,21-45509,18,CL7,16,19T-179-19,20-46601,19T-179,1902182/LYNX,BNGL/CL161//CFFY/3/NPTN//BNGL/CL161/4/EARL/9902028//JPTR,F4,CL,Med,MG,P-Row,1,WGP-Top 1/3,88,113,
21PRow-45510,21-45510,18,CL7,16,19T-179-19,20-46601,19T-179,1902182/LYNX,BNGL/CL161//CFFY/3/NPTN//BNGL/CL161/4/EARL/9902028//JPTR,F4,CL,Med,MG,P-Row,2,WGP-Top 1/3,88,117,
21PRow-45511,21-45511,18,CL7,16,19T-179-22,20-46601,19T-179,1902182/LYNX,BNGL/CL161//CFFY/3/NPTN//BNGL/CL161/4/EARL/9902028//JPTR,F4,CL,Med,MG,P-Row,1,WGP-Top 1/3,88,120,
21PRow-45512,21-45512,18,CL7,16,19T-179-22,20-46601,19T-179,1902182/LYNX,BNGL/CL161//CFFY/3/NPTN//BNGL/CL161/4/EARL/9902028//JPTR,F4,CL,Med,MG,P-Row,2,WGP-Top 1/3,87,117,
21PRow-45513,21-45513,18,CL7,16,19T-179-25,20-46601,19T-179,1902182/LYNX,BNGL/CL161//CFFY/3/NPTN//BNGL/CL161/4/EARL/9902028//JPTR,F4,CL,Med,MG,P-Row,1,WGP-Top 1/3,87,121,
21PRow-45514,21-45514,18,CL7,16,19T-179-25,20-46601,19T-179,1902182/LYNX,BNGL/CL161//CFFY/3/NPTN//BNGL/CL161/4/EARL/9902028//JPTR,F4,CL,Med,MG,P-Row,2,WGP-Top 1/3,86,121,
21PRow-45515,21-45515,18,CL7,16,19T-179-29,20-46601,19T-179,1902182/LYNX,BNGL/CL161//CFFY/3/NPTN//BNGL/CL161/4/EARL/9902028//JPTR,F4,CL,Med,MG,P-Row,1,WGP-Top 1/3,87,120,
21PRow-45516,21-45516,18,CL7,16,19T-179-29,20-46601,19T-179,1902182/LYNX,BNGL/CL161//CFFY/3/NPTN//BNGL/CL161/4/EARL/9902028//JPTR,F4,CL,Med,MG,P-Row,2,WGP-Top 1/3,87,120,
21PRow-45517,21-45517,18,CL7,16,19T-179-31,20-46601,19T-179,1902182/LYNX,BNGL/CL161//CFFY/3/NPTN//BNGL/CL161/4/EARL/9902028//JPTR,F4,CL,Med,MG,P-Row,1,WGP-Top 1/3,88,124,
21PRow-45518,21-45518,18,CL7,16,19T-179-31,20-46601,19T-179,1902182/LYNX,BNGL/CL161//CFFY/3/NPTN//BNGL/CL161/4/EARL/9902028//JPTR,F4,CL,Med,MG,P-Row,2,WGP-Top 1/3,87,118,
21PRow-45519,21-45519,18,CL7,16,19T-179-36,20-46601,19T-179,1902182/LYNX,BNGL/CL161//CFFY/3/NPTN//BNGL/CL161/4/EARL/9902028//JPTR,F4,CL,Med,MG,P-Row,1,WGP-Top 1/3,88,113,
21PRow-45520,21-45520,18,CL7,16,19T-179-36,20-46601,19T-179,1902182/LYNX,BNGL/CL161//CFFY/3/NPTN//BNGL/CL161/4/EARL/9902028//JPTR,F4,CL,Med,MG,P-Row,2,WGP-Top 1/3,88,116,
