Set,Tier,Row numbers,order,Line Name,Line #,row/env,accession,population.x,grain_class.x,herbicide_class.x,pedigree.x,Full Pedigree
22,11-12,53051-53200,3469,19T-238-17,17,1,19T_238_P17_A03,19T-238,Long,Conventional,RU1902207/RU1804187,CTHL/4/CPRS/KBNT//9502008/3/CCDR/5/DXBL//NWBT/KATY/3/BWMN
22,11-12,53051-53200,3481,19T-238-18,18,1,19T_238_P17_B03,19T-238,Long,Conventional,RU1902207/RU1804187,CTHL/4/CPRS/KBNT//9502008/3/CCDR/5/DXBL//NWBT/KATY/3/BWMN
22,11-12,53051-53200,3493,19T-238-19,19,1,19T_238_P17_C03,19T-238,Long,Conventional,RU1902207/RU1804187,CTHL/4/CPRS/KBNT//9502008/3/CCDR/5/DXBL//NWBT/KATY/3/BWMN
22,11-12,53051-53200,3541,19T-238-23,23,1,19T_238_P17_G03,19T-238,Long,Conventional,RU1902207/RU1804187,CTHL/4/CPRS/KBNT//9502008/3/CCDR/5/DXBL//NWBT/KATY/3/BWMN
22,11-12,53051-53200,3552,19T-238-24,24,1,19T_238_P17_H03,19T-238,Long,Conventional,RU1902207/RU1804187,CTHL/4/CPRS/KBNT//9502008/3/CCDR/5/DXBL//NWBT/KATY/3/BWMN
22,11-12,53051-53200,3506,19T-238-28,28,1,19T_238_P17_D04,19T-238,Long,Conventional,RU1902207/RU1804187,CTHL/4/CPRS/KBNT//9502008/3/CCDR/5/DXBL//NWBT/KATY/3/BWMN
22,11-12,53051-53200,3542,19T-238-31,31,1,19T_238_P17_G04,19T-238,Long,Conventional,RU1902207/RU1804187,CTHL/4/CPRS/KBNT//9502008/3/CCDR/5/DXBL//NWBT/KATY/3/BWMN
22,11-12,53051-53200,3553,19T-238-32,32,1,19T_238_P17_H04,19T-238,Long,Conventional,RU1902207/RU1804187,CTHL/4/CPRS/KBNT//9502008/3/CCDR/5/DXBL//NWBT/KATY/3/BWMN
22,11-12,53051-53200,3507,19T-238-36,36,1,19T_238_P17_D05,19T-238,Long,Conventional,RU1902207/RU1804187,CTHL/4/CPRS/KBNT//9502008/3/CCDR/5/DXBL//NWBT/KATY/3/BWMN
22,11-12,53051-53200,3531,19T-238-38,38,1,19T_238_P17_F05,19T-238,Long,Conventional,RU1902207/RU1804187,CTHL/4/CPRS/KBNT//9502008/3/CCDR/5/DXBL//NWBT/KATY/3/BWMN
22,11-12,53051-53200,3484,19T-238-42,42,1,19T_238_P17_B06,19T-238,Long,Conventional,RU1902207/RU1804187,CTHL/4/CPRS/KBNT//9502008/3/CCDR/5/DXBL//NWBT/KATY/3/BWMN
22,11-12,53051-53200,3485,19T-238-50,50,1,19T_238_P17_B07,19T-238,Long,Conventional,RU1902207/RU1804187,CTHL/4/CPRS/KBNT//9502008/3/CCDR/5/DXBL//NWBT/KATY/3/BWMN
22,11-12,53051-53200,3497,19T-238-51,51,1,19T_238_P17_C07,19T-238,Long,Conventional,RU1902207/RU1804187,CTHL/4/CPRS/KBNT//9502008/3/CCDR/5/DXBL//NWBT/KATY/3/BWMN
22,11-12,53051-53200,3509,19T-238-52,52,1,19T_238_P17_D07,19T-238,Long,Conventional,RU1902207/RU1804187,CTHL/4/CPRS/KBNT//9502008/3/CCDR/5/DXBL//NWBT/KATY/3/BWMN
22,11-12,53051-53200,3521,19T-238-53,53,1,19T_238_P17_E07,19T-238,Long,Conventional,RU1902207/RU1804187,CTHL/4/CPRS/KBNT//9502008/3/CCDR/5/DXBL//NWBT/KATY/3/BWMN
22,11-12,53051-53200,3533,19T-238-54,54,1,19T_238_P17_F07,19T-238,Long,Conventional,RU1902207/RU1804187,CTHL/4/CPRS/KBNT//9502008/3/CCDR/5/DXBL//NWBT/KATY/3/BWMN
22,11-12,53051-53200,3556,19T-238-56,56,1,19T_238_P17_H07,19T-238,Long,Conventional,RU1902207/RU1804187,CTHL/4/CPRS/KBNT//9502008/3/CCDR/5/DXBL//NWBT/KATY/3/BWMN
22,11-12,53051-53200,3474,19T-238-57,57,1,19T_238_P17_A08,19T-238,Long,Conventional,RU1902207/RU1804187,CTHL/4/CPRS/KBNT//9502008/3/CCDR/5/DXBL//NWBT/KATY/3/BWMN
22,11-12,53051-53200,3510,19T-238-60,60,1,19T_238_P17_D08,19T-238,Long,Conventional,RU1902207/RU1804187,CTHL/4/CPRS/KBNT//9502008/3/CCDR/5/DXBL//NWBT/KATY/3/BWMN
22,11-12,53051-53200,3522,19T-238-61,61,1,19T_238_P17_E08,19T-238,Long,Conventional,RU1902207/RU1804187,CTHL/4/CPRS/KBNT//9502008/3/CCDR/5/DXBL//NWBT/KATY/3/BWMN
22,11-12,53051-53200,3546,19T-238-63,63,1,19T_238_P17_G08,19T-238,Long,Conventional,RU1902207/RU1804187,CTHL/4/CPRS/KBNT//9502008/3/CCDR/5/DXBL//NWBT/KATY/3/BWMN
22,11-12,53051-53200,3557,19T-238-64,64,1,19T_238_P17_H08,19T-238,Long,Conventional,RU1902207/RU1804187,CTHL/4/CPRS/KBNT//9502008/3/CCDR/5/DXBL//NWBT/KATY/3/BWMN
22,11-12,53051-53200,3475,19T-238-65,65,1,19T_238_P17_A09,19T-238,Long,Conventional,RU1902207/RU1804187,CTHL/4/CPRS/KBNT//9502008/3/CCDR/5/DXBL//NWBT/KATY/3/BWMN
22,11-12,53051-53200,3487,19T-238-66,66,1,19T_238_P17_B09,19T-238,Long,Conventional,RU1902207/RU1804187,CTHL/4/CPRS/KBNT//9502008/3/CCDR/5/DXBL//NWBT/KATY/3/BWMN
22,11-12,53051-53200,3499,19T-238-67,67,1,19T_238_P17_C09,19T-238,Long,Conventional,RU1902207/RU1804187,CTHL/4/CPRS/KBNT//9502008/3/CCDR/5/DXBL//NWBT/KATY/3/BWMN
22,11-12,53051-53200,3511,19T-238-68,68,1,19T_238_P17_D09,19T-238,Long,Conventional,RU1902207/RU1804187,CTHL/4/CPRS/KBNT//9502008/3/CCDR/5/DXBL//NWBT/KATY/3/BWMN
22,11-12,53051-53200,3535,19T-238-70,70,1,19T_238_P17_F09,19T-238,Long,Conventional,RU1902207/RU1804187,CTHL/4/CPRS/KBNT//9502008/3/CCDR/5/DXBL//NWBT/KATY/3/BWMN
22,11-12,53051-53200,3547,19T-238-71,71,1,19T_238_P17_G09,19T-238,Long,Conventional,RU1902207/RU1804187,CTHL/4/CPRS/KBNT//9502008/3/CCDR/5/DXBL//NWBT/KATY/3/BWMN
22,11-12,53051-53200,3524,19T-238-77,77,1,19T_238_P17_E10,19T-238,Long,Conventional,RU1902207/RU1804187,CTHL/4/CPRS/KBNT//9502008/3/CCDR/5/DXBL//NWBT/KATY/3/BWMN
22,11-12,53051-53200,3536,19T-238-78,78,1,19T_238_P17_F10,19T-238,Long,Conventional,RU1902207/RU1804187,CTHL/4/CPRS/KBNT//9502008/3/CCDR/5/DXBL//NWBT/KATY/3/BWMN
22,11-12,53051-53200,3548,19T-238-79,79,1,19T_238_P17_G10,19T-238,Long,Conventional,RU1902207/RU1804187,CTHL/4/CPRS/KBNT//9502008/3/CCDR/5/DXBL//NWBT/KATY/3/BWMN
22,11-12,53051-53200,3477,19T-238-81,81,1,19T_238_P17_A11,19T-238,Long,Conventional,RU1902207/RU1804187,CTHL/4/CPRS/KBNT//9502008/3/CCDR/5/DXBL//NWBT/KATY/3/BWMN
22,11-12,53051-53200,3501,19T-238-83,83,1,19T_238_P17_C11,19T-238,Long,Conventional,RU1902207/RU1804187,CTHL/4/CPRS/KBNT//9502008/3/CCDR/5/DXBL//NWBT/KATY/3/BWMN
22,11-12,53051-53200,3537,19T-238-86,86,1,19T_238_P17_F11,19T-238,Long,Conventional,RU1902207/RU1804187,CTHL/4/CPRS/KBNT//9502008/3/CCDR/5/DXBL//NWBT/KATY/3/BWMN
22,11-12,53051-53200,3490,19T-238-90,90,1,19T_238_P17_B12,19T-238,Long,Conventional,RU1902207/RU1804187,CTHL/4/CPRS/KBNT//9502008/3/CCDR/5/DXBL//NWBT/KATY/3/BWMN
22,11-12,53051-53200,3502,19T-238-91,91,1,19T_238_P17_C12,19T-238,Long,Conventional,RU1902207/RU1804187,CTHL/4/CPRS/KBNT//9502008/3/CCDR/5/DXBL//NWBT/KATY/3/BWMN
22,11-12,53051-53200,3526,19T-238-93,93,1,19T_238_P17_E12,19T-238,Long,Conventional,RU1902207/RU1804187,CTHL/4/CPRS/KBNT//9502008/3/CCDR/5/DXBL//NWBT/KATY/3/BWMN
22,11-12,53051-53200,3538,19T-238-94,94,1,19T_238_P17_F12,19T-238,Long,Conventional,RU1902207/RU1804187,CTHL/4/CPRS/KBNT//9502008/3/CCDR/5/DXBL//NWBT/KATY/3/BWMN
22,13,53201-53300,2203,19T-176-CONV-1,1,2,19T_176_CONV_P7_A07,19T-176-CONV,Medium,Conventional,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
22,13,53201-53300,2238,19T-176-CONV-7,7,2,19T_176_CONV_P7_G07,19T-176-CONV,Medium,Conventional,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
22,13,53201-53300,2243,19T-176-CONV-8,8,2,19T_176_CONV_P7_H07,19T-176-CONV,Medium,Conventional,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
22,13,53201-53300,2216,19T-176-CONV-11,11,2,19T_176_CONV_P7_C08,19T-176-CONV,Medium,Conventional,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
22,13,53201-53300,2227,19T-176-CONV-13,13,2,19T_176_CONV_P7_E08,19T-176-CONV,Medium,Conventional,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
22,13,53201-53300,2233,19T-176-CONV-14,14,2,19T_176_CONV_P7_F08,19T-176-CONV,Medium,Conventional,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
22,13,53201-53300,2223,19T-176-CONV-20,20,2,19T_176_CONV_P7_D09,19T-176-CONV,Medium,Conventional,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
22,13,53201-53300,2240,19T-176-CONV-23,23,2,19T_176_CONV_P7_G09,19T-176-CONV,Medium,Conventional,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
22,13,53201-53300,2212,19T-176-CONV-26,26,2,19T_176_CONV_P7_B10,19T-176-CONV,Medium,Conventional,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
22,13,53201-53300,2218,19T-176-CONV-27,27,2,19T_176_CONV_P7_C10,19T-176-CONV,Medium,Conventional,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
22,13,53201-53300,2213,19T-176-CONV-34,34,2,19T_176_CONV_P7_B11,19T-176-CONV,Medium,Conventional,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
22,13,53201-53300,2230,19T-176-CONV-37,37,2,19T_176_CONV_P7_E11,19T-176-CONV,Medium,Conventional,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
22,13,53201-53300,2247,19T-176-CONV-40,40,2,19T_176_CONV_P7_H11,19T-176-CONV,Medium,Conventional,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
22,13,53201-53300,2220,19T-176-CONV-43,43,2,19T_176_CONV_P7_C12,19T-176-CONV,Medium,Conventional,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
22,13,53201-53300,2226,19T-176-CONV-44,44,2,19T_176_CONV_P7_D12,19T-176-CONV,Medium,Conventional,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
22,13,53201-53300,2209,19T-176-CONV-2,2,2,19T_176_CONV_P7_B07,19T-176-CONV,Medium,Conventional,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
22,13,53201-53300,2221,19T-176-CONV-4,4,2,19T_176_CONV_P7_D07,19T-176-CONV,Medium,Conventional,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
22,13,53201-53300,2210,19T-176-CONV-10,10,2,19T_176_CONV_P7_B08,19T-176-CONV,Medium,Conventional,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
22,13,53201-53300,2222,19T-176-CONV-12,12,2,19T_176_CONV_P7_D08,19T-176-CONV,Medium,Conventional,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
22,13,53201-53300,2244,19T-176-CONV-16,16,2,19T_176_CONV_P7_H08,19T-176-CONV,Medium,Conventional,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
22,13,53201-53300,2205,19T-176-CONV-17,17,2,19T_176_CONV_P7_A09,19T-176-CONV,Medium,Conventional,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
22,13,53201-53300,2211,19T-176-CONV-18,18,2,19T_176_CONV_P7_B09,19T-176-CONV,Medium,Conventional,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
22,13,53201-53300,2228,19T-176-CONV-21,21,2,19T_176_CONV_P7_E09,19T-176-CONV,Medium,Conventional,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
22,13,53201-53300,2245,19T-176-CONV-24,24,2,19T_176_CONV_P7_H09,19T-176-CONV,Medium,Conventional,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
22,13,53201-53300,2206,19T-176-CONV-25,25,2,19T_176_CONV_P7_A10,19T-176-CONV,Medium,Conventional,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
22,13,53201-53300,2224,19T-176-CONV-28,28,2,19T_176_CONV_P7_D10,19T-176-CONV,Medium,Conventional,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
22,13,53201-53300,2241,19T-176-CONV-31,31,2,19T_176_CONV_P7_G10,19T-176-CONV,Medium,Conventional,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
22,13,53201-53300,2219,19T-176-CONV-35,35,2,19T_176_CONV_P7_C11,19T-176-CONV,Medium,Conventional,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
22,13,53201-53300,2225,19T-176-CONV-36,36,2,19T_176_CONV_P7_D11,19T-176-CONV,Medium,Conventional,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
22,13,53201-53300,2242,19T-176-CONV-39,39,2,19T_176_CONV_P7_G11,19T-176-CONV,Medium,Conventional,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
22,13,53201-53300,2215,19T-176-CONV-3,3,2,19T_176_CONV_P7_C07,19T-176-CONV,Medium,Conventional,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
22,13,53201-53300,2232,19T-176-CONV-6,6,2,19T_176_CONV_P7_F07,19T-176-CONV,Medium,Conventional,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
22,13,53201-53300,2204,19T-176-CONV-9,9,2,19T_176_CONV_P7_A08,19T-176-CONV,Medium,Conventional,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
22,13,53201-53300,2239,19T-176-CONV-15,15,2,19T_176_CONV_P7_G08,19T-176-CONV,Medium,Conventional,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
22,13,53201-53300,2217,19T-176-CONV-19,19,2,19T_176_CONV_P7_C09,19T-176-CONV,Medium,Conventional,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
22,13,53201-53300,2234,19T-176-CONV-22,22,2,19T_176_CONV_P7_F09,19T-176-CONV,Medium,Conventional,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
22,13,53201-53300,2229,19T-176-CONV-29,29,2,19T_176_CONV_P7_E10,19T-176-CONV,Medium,Conventional,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
22,13,53201-53300,2235,19T-176-CONV-30,30,2,19T_176_CONV_P7_F10,19T-176-CONV,Medium,Conventional,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
22,13,53201-53300,2246,19T-176-CONV-32,32,2,19T_176_CONV_P7_H10,19T-176-CONV,Medium,Conventional,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
22,13,53201-53300,2207,19T-176-CONV-33,33,2,19T_176_CONV_P7_A11,19T-176-CONV,Medium,Conventional,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
22,13,53201-53300,2236,19T-176-CONV-38,38,2,19T_176_CONV_P7_F11,19T-176-CONV,Medium,Conventional,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
22,13,53201-53300,2208,19T-176-CONV-41,41,2,19T_176_CONV_P7_A12,19T-176-CONV,Medium,Conventional,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
22,13,53201-53300,2214,19T-176-CONV-42,42,2,19T_176_CONV_P7_B12,19T-176-CONV,Medium,Conventional,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
22,13,53201-53300,2231,19T-176-CONV-45,45,2,19T_176_CONV_P7_E12,19T-176-CONV,Medium,Conventional,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
22,13,53201-53300,2237,19T-176-CONV-46,46,2,19T_176_CONV_P7_F12,19T-176-CONV,Medium,Conventional,RU1702165/RU1801211,CFFY/CL261/3/9865216DH2/EARL//JPTR
22,14,53301-53400,1,18T186-1,1,2,18T186_P4_A01,18T186,Medium,Conventional,RU1702165/M206,CFFY/CL261//M206
22,14,53301-53400,7,18T186-2,2,2,18T186_P4_B01,18T186,Medium,Conventional,RU1702165/M206,CFFY/CL261//M206
22,14,53301-53400,13,18T186-3,3,2,18T186_P4_C01,18T186,Medium,Conventional,RU1702165/M206,CFFY/CL261//M206
22,14,53301-53400,43,18T186-8,8,2,18T186_P4_H01,18T186,Medium,Conventional,RU1702165/M206,CFFY/CL261//M206
22,14,53301-53400,8,18T186-10,10,2,18T186_P4_B02,18T186,Medium,Conventional,RU1702165/M206,CFFY/CL261//M206
22,14,53301-53400,27,18T186-21,21,2,18T186_P4_E03,18T186,Medium,Conventional,RU1702165/M206,CFFY/CL261//M206
22,14,53301-53400,45,18T186-24,24,2,18T186_P4_H03,18T186,Medium,Conventional,RU1702165/M206,CFFY/CL261//M206
22,14,53301-53400,4,18T186-25,25,2,18T186_P4_A04,18T186,Medium,Conventional,RU1702165/M206,CFFY/CL261//M206
22,14,53301-53400,22,18T186-28,28,2,18T186_P4_D04,18T186,Medium,Conventional,RU1702165/M206,CFFY/CL261//M206
22,14,53301-53400,34,18T186-30,30,2,18T186_P4_F04,18T186,Medium,Conventional,RU1702165/M206,CFFY/CL261//M206
22,14,53301-53400,40,18T186-31,31,2,18T186_P4_G04,18T186,Medium,Conventional,RU1702165/M206,CFFY/CL261//M206
22,14,53301-53400,17,18T186-35,35,2,18T186_P4_C05,18T186,Medium,Conventional,RU1702165/M206,CFFY/CL261//M206
22,14,53301-53400,23,18T186-36,36,2,18T186_P4_D05,18T186,Medium,Conventional,RU1702165/M206,CFFY/CL261//M206
22,14,53301-53400,29,18T186-37,37,2,18T186_P4_E05,18T186,Medium,Conventional,RU1702165/M206,CFFY/CL261//M206
22,14,53301-53400,18,18T186-43,43,2,18T186_P4_C06,18T186,Medium,Conventional,RU1702165/M206,CFFY/CL261//M206
22,14,53301-53400,42,18T186-47,47,2,18T186_P4_G06,18T186,Medium,Conventional,RU1702165/M206,CFFY/CL261//M206
22,14,53301-53400,19,18T186-4,4,2,18T186_P4_D01,18T186,Medium,Conventional,RU1702165/M206,CFFY/CL261//M206
22,14,53301-53400,31,18T186-6,6,2,18T186_P4_F01,18T186,Medium,Conventional,RU1702165/M206,CFFY/CL261//M206
22,14,53301-53400,37,18T186-7,7,2,18T186_P4_G01,18T186,Medium,Conventional,RU1702165/M206,CFFY/CL261//M206
22,14,53301-53400,2,18T186-9,9,2,18T186_P4_A02,18T186,Medium,Conventional,RU1702165/M206,CFFY/CL261//M206
22,14,53301-53400,20,18T186-12,12,2,18T186_P4_D02,18T186,Medium,Conventional,RU1702165/M206,CFFY/CL261//M206
22,14,53301-53400,32,18T186-14,14,2,18T186_P4_F02,18T186,Medium,Conventional,RU1702165/M206,CFFY/CL261//M206
22,14,53301-53400,38,18T186-15,15,2,18T186_P4_G02,18T186,Medium,Conventional,RU1702165/M206,CFFY/CL261//M206
22,14,53301-53400,9,18T186-18,18,2,18T186_P4_B03,18T186,Medium,Conventional,RU1702165/M206,CFFY/CL261//M206
22,14,53301-53400,33,18T186-22,22,2,18T186_P4_F03,18T186,Medium,Conventional,RU1702165/M206,CFFY/CL261//M206
22,14,53301-53400,10,18T186-26,26,2,18T186_P4_B04,18T186,Medium,Conventional,RU1702165/M206,CFFY/CL261//M206
22,14,53301-53400,46,18T186-32,32,2,18T186_P4_H04,18T186,Medium,Conventional,RU1702165/M206,CFFY/CL261//M206
22,14,53301-53400,5,18T186-33,33,2,18T186_P4_A05,18T186,Medium,Conventional,RU1702165/M206,CFFY/CL261//M206
22,14,53301-53400,11,18T186-34,34,2,18T186_P4_B05,18T186,Medium,Conventional,RU1702165/M206,CFFY/CL261//M206
22,14,53301-53400,35,18T186-38,38,2,18T186_P4_F05,18T186,Medium,Conventional,RU1702165/M206,CFFY/CL261//M206
22,14,53301-53400,36,18T186-46,46,2,18T186_P4_F06,18T186,Medium,Conventional,RU1702165/M206,CFFY/CL261//M206
22,14,53301-53400,48,18T186-48,48,2,18T186_P4_H06,18T186,Medium,Conventional,RU1702165/M206,CFFY/CL261//M206
22,14,53301-53400,25,18T186-5,5,2,18T186_P4_E01,18T186,Medium,Conventional,RU1702165/M206,CFFY/CL261//M206
22,14,53301-53400,14,18T186-11,11,2,18T186_P4_C02,18T186,Medium,Conventional,RU1702165/M206,CFFY/CL261//M206
22,14,53301-53400,26,18T186-13,13,2,18T186_P4_E02,18T186,Medium,Conventional,RU1702165/M206,CFFY/CL261//M206
22,14,53301-53400,44,18T186-16,16,2,18T186_P4_H02,18T186,Medium,Conventional,RU1702165/M206,CFFY/CL261//M206
22,14,53301-53400,3,18T186-17,17,2,18T186_P4_A03,18T186,Medium,Conventional,RU1702165/M206,CFFY/CL261//M206
22,14,53301-53400,15,18T186-19,19,2,18T186_P4_C03,18T186,Medium,Conventional,RU1702165/M206,CFFY/CL261//M206
22,14,53301-53400,21,18T186-20,20,2,18T186_P4_D03,18T186,Medium,Conventional,RU1702165/M206,CFFY/CL261//M206
22,14,53301-53400,39,18T186-23,23,2,18T186_P4_G03,18T186,Medium,Conventional,RU1702165/M206,CFFY/CL261//M206
22,14,53301-53400,16,18T186-27,27,2,18T186_P4_C04,18T186,Medium,Conventional,RU1702165/M206,CFFY/CL261//M206
22,14,53301-53400,28,18T186-29,29,2,18T186_P4_E04,18T186,Medium,Conventional,RU1702165/M206,CFFY/CL261//M206
22,14,53301-53400,41,18T186-39,39,2,18T186_P4_G05,18T186,Medium,Conventional,RU1702165/M206,CFFY/CL261//M206
22,14,53301-53400,47,18T186-40,40,2,18T186_P4_H05,18T186,Medium,Conventional,RU1702165/M206,CFFY/CL261//M206
22,14,53301-53400,6,18T186-41,41,2,18T186_P4_A06,18T186,Medium,Conventional,RU1702165/M206,CFFY/CL261//M206
22,14,53301-53400,12,18T186-42,42,2,18T186_P4_B06,18T186,Medium,Conventional,RU1702165/M206,CFFY/CL261//M206
22,14,53301-53400,24,18T186-44,44,2,18T186_P4_D06,18T186,Medium,Conventional,RU1702165/M206,CFFY/CL261//M206
22,14,53301-53400,30,18T186-45,45,2,18T186_P4_E06,18T186,Medium,Conventional,RU1702165/M206,CFFY/CL261//M206
22,15,53401-53500,49,18T194-1,1,2,18T194_P4_A07,18T194,Medium,Conventional,CL272/M206,CL272/M206
22,15,53401-53500,55,18T194-2,2,2,18T194_P4_B07,18T194,Medium,Conventional,CL272/M206,CL272/M206
22,15,53401-53500,73,18T194-5,5,2,18T194_P4_E07,18T194,Medium,Conventional,CL272/M206,CL272/M206
22,15,53401-53500,62,18T194-11,11,2,18T194_P4_C08,18T194,Medium,Conventional,CL272/M206,CL272/M206
22,15,53401-53500,68,18T194-12,12,2,18T194_P4_D08,18T194,Medium,Conventional,CL272/M206,CL272/M206
22,15,53401-53500,57,18T194-18,18,2,18T194_P4_B09,18T194,Medium,Conventional,CL272/M206,CL272/M206
22,15,53401-53500,63,18T194-19,19,2,18T194_P4_C09,18T194,Medium,Conventional,CL272/M206,CL272/M206
22,15,53401-53500,81,18T194-22,22,2,18T194_P4_F09,18T194,Medium,Conventional,CL272/M206,CL272/M206
22,15,53401-53500,58,18T194-26,26,2,18T194_P4_B10,18T194,Medium,Conventional,CL272/M206,CL272/M206
22,15,53401-53500,53,18T194-33,33,2,18T194_P4_A11,18T194,Medium,Conventional,CL272/M206,CL272/M206
22,15,53401-53500,59,18T194-34,34,2,18T194_P4_B11,18T194,Medium,Conventional,CL272/M206,CL272/M206
22,15,53401-53500,65,18T194-35,35,2,18T194_P4_C11,18T194,Medium,Conventional,CL272/M206,CL272/M206
22,15,53401-53500,71,18T194-36,36,2,18T194_P4_D11,18T194,Medium,Conventional,CL272/M206,CL272/M206
22,15,53401-53500,77,18T194-37,37,2,18T194_P4_E11,18T194,Medium,Conventional,CL272/M206,CL272/M206
22,15,53401-53500,84,18T194-46,46,2,18T194_P4_F12,18T194,Medium,Conventional,CL272/M206,CL272/M206
22,15,53401-53500,67,18T194-4,4,2,18T194_P4_D07,18T194,Medium,Conventional,CL272/M206,CL272/M206
22,15,53401-53500,79,18T194-6,6,2,18T194_P4_F07,18T194,Medium,Conventional,CL272/M206,CL272/M206
22,15,53401-53500,90,18T194-8,8,2,18T194_P4_H07,18T194,Medium,Conventional,CL272/M206,CL272/M206
22,15,53401-53500,50,18T194-9,9,2,18T194_P4_A08,18T194,Medium,Conventional,CL272/M206,CL272/M206
22,15,53401-53500,74,18T194-13,13,2,18T194_P4_E08,18T194,Medium,Conventional,CL272/M206,CL272/M206
22,15,53401-53500,80,18T194-14,14,2,18T194_P4_F08,18T194,Medium,Conventional,CL272/M206,CL272/M206
22,15,53401-53500,86,18T194-15,15,2,18T194_P4_G08,18T194,Medium,Conventional,CL272/M206,CL272/M206
22,15,53401-53500,51,18T194-17,17,2,18T194_P4_A09,18T194,Medium,Conventional,CL272/M206,CL272/M206
22,15,53401-53500,69,18T194-20,20,2,18T194_P4_D09,18T194,Medium,Conventional,CL272/M206,CL272/M206
22,15,53401-53500,52,18T194-25,25,2,18T194_P4_A10,18T194,Medium,Conventional,CL272/M206,CL272/M206
22,15,53401-53500,64,18T194-27,27,2,18T194_P4_C10,18T194,Medium,Conventional,CL272/M206,CL272/M206
22,15,53401-53500,82,18T194-30,30,2,18T194_P4_F10,18T194,Medium,Conventional,CL272/M206,CL272/M206
22,15,53401-53500,88,18T194-31,31,2,18T194_P4_G10,18T194,Medium,Conventional,CL272/M206,CL272/M206
22,15,53401-53500,83,18T194-38,38,2,18T194_P4_F11,18T194,Medium,Conventional,CL272/M206,CL272/M206
22,15,53401-53500,94,18T194-40,40,2,18T194_P4_H11,18T194,Medium,Conventional,CL272/M206,CL272/M206
22,15,53401-53500,72,18T194-44,44,2,18T194_P4_D12,18T194,Medium,Conventional,CL272/M206,CL272/M206
22,15,53401-53500,61,18T194-3,3,2,18T194_P4_C07,18T194,Medium,Conventional,CL272/M206,CL272/M206
22,15,53401-53500,85,18T194-7,7,2,18T194_P4_G07,18T194,Medium,Conventional,CL272/M206,CL272/M206
